  35.01
 944.00
 535898367
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1995 04 02 12	44582.40	0.00	527.57	0.00	6.88	6.88	588.90
1995 04 03 12	44928.00	0.00	546.64	0.00	7.19	7.19	599.17
1995 04 04 12	44928.00	0.18	413.92	0.00	9.61	9.61	702.54
1995 04 05 12	44928.00	0.06	508.74	0.00	11.21	11.21	820.12
1995 04 06 12	45273.60	0.00	497.48	0.00	11.51	11.51	848.18
1995 04 07 12	45273.60	0.00	553.39	0.00	11.17	11.17	777.70
1995 04 08 12	45619.20	0.00	555.13	0.00	13.69	13.69	874.54
1995 04 09 12	45619.20	0.00	542.57	0.00	15.50	15.50	998.26
1995 04 10 12	45619.20	0.00	551.27	0.00	16.91	16.91	1095.98
1995 04 11 12	45964.80	10.76	401.10	0.00	18.92	18.92	1257.48
1995 04 12 12	45964.80	8.72	127.98	0.00	15.07	15.07	1223.42
1995 04 13 12	46148.85	1.71	496.39	0.00	10.86	10.86	876.88
1995 04 14 12	46310.40	0.00	567.33	0.00	10.52	10.52	729.34
1995 04 15 12	46310.40	0.00	571.98	0.00	11.68	11.68	765.58
1995 04 16 12	46656.00	0.00	554.71	0.00	13.95	13.95	925.20
1995 04 17 12	46656.00	0.10	507.60	0.00	16.73	16.73	1093.88
1995 04 18 12	46656.00	1.29	392.90	0.00	17.84	17.84	1267.67
1995 04 19 12	47001.60	7.12	394.27	0.00	19.31	19.31	1382.86
1995 04 20 12	47001.60	11.61	388.42	0.00	19.38	19.38	1382.86
1995 04 21 12	47001.60	6.69	342.98	0.00	18.39	18.39	1377.25
1995 04 22 12	47347.20	7.85	374.78	0.00	17.21	17.21	1268.21
1995 04 23 12	47347.20	9.76	350.69	0.00	15.70	15.70	1124.20
1995 04 24 12	47531.25	3.24	363.15	0.00	10.06	10.06	803.09
1995 04 25 12	47692.80	0.24	504.98	0.00	6.75	6.75	642.51
1995 04 26 12	47692.80	0.00	582.31	0.00	9.05	9.05	684.81
1995 04 27 12	47962.35	0.00	577.58	0.00	11.05	11.05	779.63
1995 04 28 12	48038.40	0.00	529.91	0.00	13.49	13.49	927.83
1995 04 29 12	48038.40	0.25	430.41	0.00	13.11	13.11	908.58
1995 04 30 12	48365.09	0.50	409.52	0.00	14.38	14.38	1017.68
1995 05 01 12	48384.00	12.91	379.38	0.00	15.30	15.30	1093.39
1995 05 02 12	48384.00	6.90	395.66	0.00	13.02	13.02	914.47
1995 05 03 12	48653.56	0.88	568.41	0.00	8.69	8.69	687.25
1995 05 04 12	48729.60	3.29	428.85	0.00	10.45	10.45	792.81
1995 05 05 12	48729.60	1.10	492.71	0.00	12.72	12.72	905.35
1995 05 06 12	48913.65	0.00	589.59	0.00	11.64	11.64	807.93
1995 05 07 12	49075.20	0.01	554.01	0.00	14.11	14.11	921.23
1995 05 08 12	49075.20	1.46	434.04	0.00	15.88	15.88	1083.39
1995 05 09 12	49075.20	11.47	395.63	0.00	18.12	18.12	1336.90
1995 05 10 12	49420.80	5.09	251.98	0.00	17.69	17.69	1483.34
1995 05 11 12	49420.80	0.96	380.49	0.00	18.64	18.64	1441.34
1995 05 12 12	49420.80	0.16	571.29	0.00	17.17	17.17	1157.73
1995 05 13 12	49690.35	0.84	425.88	0.00	16.63	16.63	1205.28
1995 05 14 12	49766.40	8.94	256.60	0.00	18.77	18.77	1566.64
1995 05 15 12	49766.40	3.36	385.05	0.00	19.06	19.06	1504.29
1995 05 16 12	49766.40	0.16	576.05	0.00	18.34	18.34	1251.77
1995 05 17 12	50112.00	0.00	562.01	0.00	18.56	18.56	1308.34
1995 05 18 12	50112.00	7.83	378.83	0.00	21.22	21.22	1612.38
1995 05 19 12	50112.00	4.94	386.84	0.00	21.06	21.06	1518.67
1995 05 20 12	50112.00	0.78	583.13	0.00	15.62	15.62	1009.70
1995 05 21 12	50457.60	0.00	582.18	0.00	15.15	15.15	968.27
1995 05 22 12	50457.60	0.02	558.72	0.00	16.37	16.37	1049.49
1995 05 23 12	50457.60	0.07	546.09	0.00	16.81	16.81	1104.31
1995 05 24 12	50457.60	0.02	560.66	0.00	17.56	17.56	1165.95
1995 05 25 12	50641.65	0.00	560.63	0.00	18.52	18.52	1245.12
1995 05 26 12	50803.20	5.90	425.05	0.00	20.02	20.02	1386.40
1995 05 27 12	50803.20	25.49	400.41	0.00	20.89	20.89	1510.06
1995 05 28 12	50803.20	10.67	352.49	0.00	19.93	19.93	1560.42
1995 05 29 12	50803.20	3.64	245.35	0.00	19.14	19.14	1612.08
1995 05 30 12	50987.25	0.97	468.56	0.00	19.96	19.96	1497.59
1995 05 31 12	51148.80	17.54	391.81	0.00	18.71	18.71	1405.73
1995 06 01 12	51148.80	15.63	272.22	0.00	19.23	19.23	1636.50
1995 06 02 12	51148.80	19.69	215.38	0.00	20.08	20.08	1768.10
1995 06 03 12	51148.80	8.52	357.73	0.00	18.94	18.94	1531.84
1995 06 04 12	51148.80	1.33	405.38	0.00	19.32	19.32	1483.71
1995 06 05 12	51174.88	7.29	363.27	0.00	21.14	21.14	1672.33
1995 06 06 12	51418.35	5.64	250.04	0.00	19.97	19.97	1687.81
1995 06 07 12	51494.40	3.73	395.16	0.00	20.64	20.64	1610.53
1995 06 08 12	51494.40	0.88	514.56	0.00	22.11	22.11	1658.29
1995 06 09 12	51494.40	2.70	405.73	0.00	23.22	23.22	1737.06
1995 06 10 12	51494.40	2.17	412.57	0.00	22.84	22.84	1664.20
1995 06 11 12	51494.40	20.18	408.41	0.00	22.44	22.44	1666.34
1995 06 12 12	51494.40	13.35	369.04	0.00	22.20	22.20	1629.40
1995 06 13 12	51494.40	2.28	540.42	0.00	16.37	16.37	1106.72
1995 06 14 12	51494.40	0.01	582.68	0.00	14.63	14.63	994.45
1995 06 15 12	51494.40	0.28	434.12	0.00	16.56	16.56	1136.12
1995 06 16 12	51520.47	1.64	427.47	0.00	17.04	17.04	1195.88
1995 06 17 12	51590.91	4.61	404.38	0.00	17.76	17.76	1269.39
1995 06 18 12	51590.91	1.47	476.23	0.00	17.06	17.06	1229.98
1995 06 19 12	51678.45	0.61	403.83	0.00	17.81	17.81	1308.03
1995 06 20 12	51678.45	0.37	321.83	0.00	17.09	17.09	1366.78
1995 06 21 12	51678.45	4.64	348.90	0.00	17.93	17.93	1412.28
1995 06 22 12	51678.45	9.30	396.66	0.00	17.05	17.05	1301.06
1995 06 23 12	51678.45	14.90	396.04	0.00	18.06	18.06	1398.45
1995 06 24 12	51678.45	12.95	375.94	0.00	19.77	19.77	1578.16
1995 06 25 12	51590.91	13.70	382.32	0.00	20.90	20.90	1675.90
1995 06 26 12	51520.47	15.07	373.43	0.00	21.18	21.18	1682.88
1995 06 27 12	51520.47	6.06	434.87	0.00	20.56	20.56	1556.53
1995 06 28 12	51494.40	4.93	422.33	0.00	19.77	19.77	1477.86
1995 06 29 12	51494.40	12.75	391.31	0.00	20.63	20.63	1590.57
1995 06 30 12	51494.40	12.39	391.44	0.00	20.16	20.16	1598.09
1995 07 01 12	51494.40	4.31	354.12	0.00	20.61	20.61	1670.88
1995 07 02 12	51494.40	3.13	426.87	0.00	20.15	20.15	1592.96
1995 07 03 12	51494.40	3.19	400.75	0.00	20.60	20.60	1597.74
1995 07 04 12	51494.40	5.05	424.48	0.00	20.74	20.74	1629.66
1995 07 05 12	51494.40	1.43	516.12	0.00	22.29	22.29	1767.51
1995 07 06 12	51475.48	0.00	518.66	0.00	23.44	23.44	1816.58
1995 07 07 12	51332.85	0.00	544.41	0.00	22.20	22.20	1632.37
1995 07 08 12	51148.80	0.00	558.23	0.00	20.97	20.97	1487.96
1995 07 09 12	51148.80	0.14	518.32	0.00	20.14	20.14	1428.79
1995 07 10 12	51148.80	0.40	426.07	0.00	20.91	20.91	1573.09
1995 07 11 12	51148.80	0.31	436.86	0.00	22.63	22.63	1747.22
1995 07 12 12	51148.80	0.26	411.74	0.00	23.25	23.25	1813.25
1995 07 13 12	51072.75	1.20	387.56	0.00	23.08	23.08	1843.86
1995 07 14 12	50829.27	3.13	380.43	0.00	23.10	23.10	1872.78
1995 07 15 12	50803.20	1.97	392.02	0.00	23.08	23.08	1856.69
1995 07 16 12	50803.20	1.23	387.80	0.00	23.33	23.33	1881.24
1995 07 17 12	50803.20	8.43	389.31	0.00	23.58	23.58	1898.64
1995 07 18 12	50803.20	3.83	389.07	0.00	23.44	23.44	1858.33
1995 07 19 12	50483.68	0.46	510.10	0.00	22.84	22.84	1778.42
1995 07 20 12	50457.60	1.87	379.12	0.00	23.56	23.56	1942.07
1995 07 21 12	50457.60	3.21	364.02	0.00	24.41	24.41	2042.87
1995 07 22 12	50457.60	2.80	366.65	0.00	23.51	23.51	1941.85
1995 07 23 12	50296.05	0.67	475.64	0.00	23.46	23.46	1902.73
1995 07 24 12	50112.00	0.02	500.56	0.00	24.00	24.00	1901.42
1995 07 25 12	50112.00	0.38	415.07	0.00	24.31	24.31	1894.54
1995 07 26 12	50112.00	3.20	400.87	0.00	24.59	24.59	1907.33
1995 07 27 12	49950.45	63.12	386.56	0.00	24.05	24.05	1910.63
1995 07 28 12	49766.40	23.65	311.85	0.00	22.52	22.52	1946.34
1995 07 29 12	49766.40	1.11	341.16	0.00	22.57	22.57	1974.85
1995 07 30 12	49766.40	0.27	465.48	0.00	22.75	22.75	1857.07
1995 07 31 12	49446.88	2.71	385.55	0.00	23.37	23.37	1887.54
1995 08 01 12	49420.80	2.94	371.77	0.00	23.09	23.09	1878.00
1995 08 02 12	49420.80	3.02	372.10	0.00	22.44	22.44	1850.90
1995 08 03 12	49344.75	22.58	339.16	0.00	22.70	22.70	1934.17
1995 08 04 12	49075.20	31.08	230.86	0.00	21.36	21.36	1978.83
1995 08 05 12	49075.20	9.00	251.21	0.00	22.30	22.30	2111.00
1995 08 06 12	49075.20	5.46	278.48	0.00	22.69	22.69	2124.98
1995 08 07 12	48729.60	27.62	273.32	0.00	23.29	23.29	2135.42
1995 08 08 12	48729.60	10.71	274.50	0.00	21.08	21.08	1891.59
1995 08 09 12	48729.60	4.30	190.41	0.00	19.25	19.25	1788.75
1995 08 10 12	48384.00	16.35	310.11	0.00	19.49	19.49	1744.38
1995 08 11 12	48384.00	5.95	371.76	0.00	20.69	20.69	1755.48
1995 08 12 12	48384.00	2.73	432.19	0.00	22.16	22.16	1838.46
1995 08 13 12	48038.40	0.81	518.27	0.00	23.95	23.95	2000.93
1995 08 14 12	48038.40	0.22	375.47	0.00	25.41	25.41	2188.14
1995 08 15 12	48038.40	1.46	373.65	0.00	25.59	25.59	2201.13
1995 08 16 12	47692.80	0.46	497.37	0.00	25.41	25.41	2142.38
1995 08 17 12	47692.80	0.00	510.30	0.00	24.82	24.82	2063.36
1995 08 18 12	47692.80	1.99	379.69	0.00	25.11	25.11	2092.19
1995 08 19 12	47347.20	10.93	369.55	0.00	24.07	24.07	2038.80
1995 08 20 12	47347.20	9.92	313.58	0.00	23.36	23.36	2086.28
1995 08 21 12	47347.20	6.08	209.58	0.00	21.95	21.95	2061.45
1995 08 22 12	47001.60	3.20	361.79	0.00	21.67	21.67	1950.52
1995 08 23 12	47001.60	2.48	341.10	0.00	21.84	21.84	1919.68
1995 08 24 12	46925.56	2.49	328.58	0.00	22.30	22.30	1980.69
1995 08 25 12	46656.00	11.85	299.99	0.00	22.06	22.06	2019.28
1995 08 26 12	46656.00	67.88	259.36	0.00	22.50	22.50	2123.28
1995 08 27 12	46310.40	35.22	140.16	0.00	21.22	21.22	2054.35
1995 08 28 12	46310.40	4.62	395.72	0.00	20.17	20.17	1823.98
1995 08 29 12	46310.40	0.00	515.06	0.00	21.32	21.32	1736.05
1995 08 30 12	45964.80	0.04	490.84	0.00	21.73	21.73	1733.69
1995 08 31 12	45964.80	1.29	364.32	0.00	22.41	22.41	1886.28
1995 09 01 12	45964.80	1.59	352.00	0.00	22.76	22.76	1909.99
1995 09 02 12	45619.20	0.39	513.11	0.00	20.80	20.80	1606.58
1995 09 03 12	45619.20	0.00	522.08	0.00	18.84	18.84	1391.76
1995 09 04 12	45273.60	0.00	521.77	0.00	17.26	17.26	1289.15
1995 09 05 12	45273.60	0.43	415.04	0.00	17.54	17.54	1309.67
1995 09 06 12	45273.60	0.14	518.83	0.00	18.39	18.39	1350.38
1995 09 07 12	44928.00	0.00	512.85	0.00	18.22	18.22	1363.16
1995 09 08 12	44928.00	2.92	379.22	0.00	18.77	18.77	1438.28
1995 09 09 12	44678.91	3.21	389.16	0.00	19.81	19.81	1510.15
1995 09 10 12	44582.40	20.09	373.86	0.00	19.88	19.88	1544.76
1995 09 11 12	44582.40	8.70	299.94	0.00	20.18	20.18	1691.83
1995 09 12 12	44236.80	2.22	210.38	0.00	18.45	18.45	1674.89
1995 09 13 12	44236.80	3.20	250.54	0.00	18.64	18.64	1719.33
1995 09 14 12	44236.80	2.76	304.86	0.00	20.63	20.63	1800.13
1995 09 15 12	43891.20	3.86	334.35	0.00	19.35	19.35	1624.66
1995 09 16 12	43891.20	6.82	306.11	0.00	19.34	19.34	1672.93
1995 09 17 12	43545.60	3.42	193.58	0.00	19.25	19.25	1725.34
1995 09 18 12	43545.60	0.50	487.74	0.00	17.97	17.97	1450.33
1995 09 19 12	43545.60	0.00	431.16	0.00	18.65	18.65	1503.84
1995 09 20 12	43200.00	0.16	342.95	0.00	18.24	18.24	1527.65
1995 09 21 12	43200.00	1.60	291.04	0.00	19.14	19.14	1670.66
1995 09 22 12	42854.40	5.93	211.30	0.00	19.37	19.37	1721.09
1995 09 23 12	42854.40	4.46	300.33	0.00	16.38	16.38	1372.69
1995 09 24 12	42854.40	1.65	198.43	0.00	12.93	12.93	1191.33
1995 09 25 12	42508.80	0.55	189.57	0.00	13.68	13.68	1314.11
1995 09 26 12	42508.80	0.12	332.27	0.00	16.49	16.49	1423.87
1995 09 27 12	42163.20	0.06	367.49	0.00	15.82	15.82	1232.22
1995 09 28 12	42163.20	0.02	466.15	0.00	15.43	15.43	1150.17
1995 09 29 12	42163.20	0.00	471.59	0.00	15.13	15.13	1130.30
1995 09 30 12	41817.60	0.00	433.63	0.00	15.89	15.89	1252.93
1995 10 01 12	41817.60	0.02	381.46	0.00	17.15	17.15	1375.82
1995 10 02 12	41721.09	2.36	348.88	0.00	17.29	17.29	1310.09
1995 10 03 12	41472.00	49.00	335.31	0.00	18.51	18.51	1424.96
1995 10 04 12	41472.00	112.75	171.35	0.00	17.98	17.98	1617.47
1995 10 05 12	41126.40	55.04	206.15	0.00	18.41	18.41	1689.71
1995 10 06 12	41126.40	7.67	311.71	0.00	17.01	17.01	1440.80
1995 10 07 12	41126.40	0.02	441.21	0.00	16.54	16.54	1253.64
1995 10 08 12	40780.80	0.00	460.85	0.00	14.60	14.60	1055.66
1995 10 09 12	40780.80	0.00	449.49	0.00	14.09	14.09	1030.53
1995 10 10 12	40435.20	0.00	459.66	0.00	13.81	13.81	999.21
1995 10 11 12	40435.20	0.00	453.92	0.00	14.87	14.87	1055.31
1995 10 12 12	40435.20	0.69	329.65	0.00	15.97	15.97	1176.71
1995 10 13 12	40089.60	22.74	307.12	0.00	17.27	17.27	1378.48
1995 10 14 12	40089.60	21.69	108.71	0.00	17.32	17.32	1501.92
1995 10 15 12	40089.60	4.80	362.13	0.00	10.99	10.99	934.23
1995 10 16 12	39744.00	0.02	433.54	0.00	9.89	9.89	781.80
1995 10 17 12	39744.00	0.00	441.52	0.00	10.53	10.53	779.08
1995 10 18 12	39474.44	0.00	438.97	0.00	10.08	10.08	755.58
1995 10 19 12	39398.40	0.00	435.72	0.00	11.05	11.05	820.39
1995 10 20 12	39398.40	1.87	306.59	0.00	12.82	12.82	913.35
1995 10 21 12	39052.80	0.62	420.94	0.00	8.94	8.94	712.09
1995 10 22 12	39052.80	0.00	418.95	0.00	7.81	7.81	666.80
1995 10 23 12	39052.80	0.00	423.64	0.00	9.53	9.53	734.20
1995 10 24 12	38707.20	0.00	390.76	0.00	11.51	11.51	856.23
1995 10 25 12	38707.20	0.03	377.83	0.00	9.92	9.92	754.56
1995 10 26 12	38707.20	0.01	407.17	0.00	10.62	10.62	795.57
1995 10 27 12	38361.60	10.24	269.77	0.00	12.78	12.78	979.53
1995 10 28 12	38361.60	3.47	289.15	0.00	11.42	11.42	946.35
1995 10 29 12	38361.60	0.02	372.91	0.00	8.37	8.37	742.27
1995 10 30 12	38016.00	1.09	281.64	0.00	7.30	7.30	689.05
1995 10 31 12	38016.00	9.61	223.81	0.00	8.12	8.12	811.12
1995 11 01 12	38016.00	16.09	167.90	0.00	10.69	10.69	1053.73
1995 11 02 12	37670.40	20.71	110.00	0.00	13.50	13.50	1307.78
1995 11 03 12	37670.40	6.87	141.23	0.00	14.38	14.38	1270.41
1995 11 04 12	37670.40	0.47	390.81	0.00	7.16	7.16	633.60
1995 11 05 12	37324.80	3.53	261.54	0.00	2.37	2.37	458.55
1995 11 06 12	37324.80	15.57	237.95	0.00	2.17	2.17	514.96
1995 11 07 12	37324.80	30.67	252.76	0.00	5.79	5.79	647.66
1995 11 08 12	37055.25	8.62	346.26	0.00	6.45	6.45	618.89
1995 11 09 12	36979.20	0.00	358.65	0.00	1.40	1.40	425.19
1995 11 10 12	36979.20	33.29	291.88	0.00	1.92	1.92	451.95
1995 11 11 12	36953.12	35.79	283.16	0.00	5.77	5.77	568.81
1995 11 12 12	36633.60	8.25	382.86	0.00	3.75	3.75	447.18
1995 11 13 12	36633.60	0.22	267.21	0.00	3.40	3.40	488.82
1995 11 14 12	36633.60	0.40	219.69	0.00	3.42	3.42	537.13
1995 11 15 12	36449.55	0.11	342.52	0.00	-0.11	-0.11	398.40
1995 11 16 12	36288.00	0.00	361.24	0.00	-0.53	-0.53	366.19
1995 11 17 12	36288.00	0.00	367.81	0.00	1.19	1.19	411.78
1995 11 18 12	36288.00	0.00	361.53	0.00	3.50	3.50	498.13
1995 11 19 12	36103.95	0.00	354.65	0.00	6.31	6.31	607.85
1995 11 20 12	35942.40	0.00	357.67	0.00	8.02	8.02	668.11
1995 11 21 12	35942.40	0.00	343.31	0.00	7.83	7.83	649.19
1995 11 22 12	35942.40	0.00	349.14	0.00	3.47	3.47	485.30
1995 11 23 12	35916.32	0.22	262.55	0.00	3.79	3.79	524.85
1995 11 24 12	35596.80	0.17	236.94	0.00	6.15	6.15	651.92
1995 11 25 12	35596.80	0.03	286.72	0.00	5.47	5.47	638.56
1995 11 26 12	35596.80	0.00	343.54	0.00	5.85	5.85	611.67
1995 11 27 12	35596.80	0.00	330.69	0.00	8.38	8.38	734.75
1995 11 28 12	35570.73	3.27	195.93	0.00	10.46	10.46	919.09
1995 11 29 12	35327.25	1.95	231.76	0.00	10.31	10.31	875.72
1995 11 30 12	35251.20	0.29	322.85	0.00	5.05	5.05	585.02
1995 12 01 12	35251.20	0.00	319.42	0.00	4.24	4.24	553.11
1995 12 02 12	35251.20	0.00	338.22	0.00	6.47	6.47	612.47
1995 12 03 12	35251.20	0.20	264.56	0.00	8.69	8.69	696.69
1995 12 04 12	35251.20	0.36	239.20	0.00	9.84	9.84	806.65
1995 12 05 12	35067.15	2.64	210.60	0.00	11.71	11.71	944.91
1995 12 06 12	34924.52	10.34	129.74	0.00	8.04	8.04	830.21
1995 12 07 12	34905.60	5.58	212.87	0.00	7.62	7.62	738.27
1995 12 08 12	34905.60	13.85	224.21	0.00	1.72	1.72	468.12
1995 12 09 12	34905.60	6.42	200.11	0.00	0.46	0.46	430.67
1995 12 10 12	34905.60	0.69	340.84	0.00	-3.59	-3.59	271.78
1995 12 11 12	34905.60	0.00	288.19	0.00	-3.91	-3.91	280.17
1995 12 12 12	34905.60	0.00	287.17	0.00	-2.43	-2.43	364.22
1995 12 13 12	34905.60	0.00	223.42	0.00	1.79	1.79	539.32
1995 12 14 12	34905.60	0.00	283.99	0.00	5.05	5.05	674.92
1995 12 15 12	34879.53	1.05	194.70	0.00	9.44	9.44	892.09
1995 12 16 12	34879.53	0.56	220.26	0.00	11.34	11.34	919.73
1995 12 17 12	34809.09	3.16	246.90	0.00	7.99	7.99	682.11
1995 12 18 12	34721.55	26.63	183.84	0.00	7.37	7.37	726.08
1995 12 19 12	34721.55	17.16	149.90	0.00	6.49	6.49	733.01
1995 12 20 12	34721.55	3.37	272.56	0.00	4.03	4.03	519.46
1995 12 21 12	34721.55	0.17	302.29	0.00	-1.38	-1.38	337.35
1995 12 22 12	34721.55	0.00	309.05	0.00	-2.81	-2.81	310.82
1995 12 23 12	34721.55	0.00	310.32	0.00	-2.77	-2.77	303.90
1995 12 24 12	34809.09	0.00	297.76	0.00	-4.66	-4.66	268.31
1995 12 25 12	34809.09	0.00	315.16	0.00	-4.68	-4.68	263.30
1995 12 26 12	34879.53	0.00	317.18	0.00	-4.34	-4.34	266.50
1995 12 27 12	34905.60	0.00	318.21	0.00	-3.82	-3.82	276.96
1995 12 28 12	34905.60	0.00	319.89	0.00	-3.54	-3.54	284.11
1995 12 29 12	34905.60	0.00	318.72	0.00	-2.93	-2.93	304.00
1995 12 30 12	34905.60	0.17	282.21	0.00	-0.69	-0.69	346.17
1995 12 31 12	34905.60	7.63	250.67	0.00	1.09	1.09	452.44
1996 01 01 12	34905.60	10.13	136.85	0.00	6.21	6.21	759.70
1996 01 02 12	34905.60	10.33	153.53	0.00	7.42	7.42	818.39
1996 01 03 12	34905.60	4.33	251.81	0.00	4.93	4.93	598.61
1996 01 04 12	34905.60	0.58	312.60	0.00	-1.57	-1.57	350.09
1996 01 05 12	34981.65	7.68	278.48	0.00	-1.91	-1.91	350.46
1996 01 06 12	35225.12	18.53	222.92	0.00	1.54	1.54	474.01
1996 01 07 12	35251.20	8.58	181.86	0.00	-1.26	-1.26	391.30
1996 01 08 12	35251.20	5.71	269.50	0.00	-7.41	-7.41	232.75
1996 01 09 12	35251.20	1.54	356.70	0.00	-7.10	-7.10	240.46
1996 01 10 12	35251.20	0.00	323.17	0.00	-1.74	-1.74	367.27
1996 01 11 12	35251.20	7.70	280.21	0.00	-0.96	-0.96	369.96
1996 01 12 12	35412.75	4.28	240.34	0.00	-2.05	-2.05	359.92
1996 01 13 12	35596.80	0.57	301.63	0.00	-2.27	-2.27	375.73
1996 01 14 12	35596.80	0.00	369.52	0.00	1.25	1.25	453.49
1996 01 15 12	35596.80	0.00	382.93	0.00	5.17	5.17	548.52
1996 01 16 12	35596.80	0.07	305.84	0.00	7.40	7.40	642.82
1996 01 17 12	35758.35	7.56	188.57	0.00	6.44	6.44	709.51
1996 01 18 12	35942.40	59.79	222.82	0.00	6.16	6.16	707.84
1996 01 19 12	35942.40	19.09	378.23	0.00	4.96	4.96	502.58
1996 01 20 12	35942.40	0.26	262.78	0.00	-3.26	-3.26	295.58
1996 01 21 12	35942.40	0.09	378.45	0.00	-3.36	-3.36	303.64
1996 01 22 12	36288.00	0.00	369.22	0.00	-1.50	-1.50	344.44
1996 01 23 12	36288.00	19.78	303.55	0.00	-0.16	-0.16	387.65
1996 01 24 12	36288.00	7.19	295.74	0.00	3.23	3.23	472.94
1996 01 25 12	36288.00	0.20	395.22	0.00	1.46	1.46	390.43
1996 01 26 12	36633.60	94.98	295.52	0.00	0.79	0.79	413.07
1996 01 27 12	36633.60	32.06	354.67	0.00	3.03	3.03	497.44
1996 01 28 12	36633.60	0.46	335.78	0.00	-0.71	-0.71	365.19
1996 01 29 12	36709.65	2.28	306.08	0.00	-0.34	-0.34	401.93
1996 01 30 12	36979.20	7.27	227.16	0.00	2.06	2.06	552.04
1996 01 31 12	36979.20	2.22	272.21	0.00	5.14	5.14	670.92
1996 02 01 12	36979.20	23.77	295.09	0.00	4.09	4.09	568.25
1996 02 02 12	37324.80	38.19	162.81	0.00	0.74	0.74	484.03
1996 02 03 12	37324.80	11.86	224.01	0.00	-0.92	-0.92	413.49
1996 02 04 12	37324.80	0.68	374.35	0.00	-7.51	-7.51	209.78
1996 02 05 12	37486.35	0.03	437.66	0.00	-11.66	-11.66	137.95
1996 02 06 12	37670.40	0.00	451.23	0.00	-9.27	-9.27	179.66
1996 02 07 12	37670.40	0.04	365.28	0.00	-2.82	-2.82	338.16
1996 02 08 12	37746.44	4.88	241.65	0.00	0.97	0.97	513.41
1996 02 09 12	38016.00	1.62	361.76	0.00	5.23	5.23	662.74
1996 02 10 12	38016.00	0.06	347.79	0.00	6.10	6.10	621.28
1996 02 11 12	38034.91	0.08	358.65	0.00	7.66	7.66	606.05
1996 02 12 12	38361.60	0.02	441.87	0.00	4.08	4.08	456.70
1996 02 13 12	38361.60	0.00	350.03	0.00	-0.61	-0.61	386.54
1996 02 14 12	38437.65	0.00	418.42	0.00	0.53	0.53	467.28
1996 02 15 12	38707.20	0.01	353.06	0.00	5.76	5.76	644.56
1996 02 16 12	38707.20	0.46	370.95	0.00	3.59	3.59	462.59
1996 02 17 12	38868.75	0.15	447.07	0.00	-3.34	-3.34	279.47
1996 02 18 12	39052.80	0.00	453.34	0.00	-2.28	-2.28	314.31
1996 02 19 12	39052.80	32.63	392.92	0.00	-0.21	-0.21	373.92
1996 02 20 12	39398.40	11.60	354.53	0.00	4.61	4.61	582.48
1996 02 21 12	39398.40	0.29	364.13	0.00	6.96	6.96	713.34
1996 02 22 12	39398.40	0.02	481.56	0.00	9.49	9.49	807.28
1996 02 23 12	39744.00	0.00	458.50	0.00	11.91	11.91	929.84
1996 02 24 12	39744.00	0.00	488.59	0.00	13.01	13.01	915.64
1996 02 25 12	39744.00	0.00	510.64	0.00	9.55	9.55	698.08
1996 02 26 12	40089.60	0.00	509.02	0.00	10.29	10.29	744.60
1996 02 27 12	40089.60	0.53	390.95	0.00	13.90	13.90	982.53
1996 02 28 12	40251.15	0.85	349.87	0.00	17.54	17.54	1208.76
1996 02 29 12	40435.20	0.75	347.65	0.00	10.63	10.63	862.18
1996 03 01 12	40435.20	0.65	347.03	0.00	3.72	3.72	514.60
1996 03 02 12	40780.80	0.22	445.89	0.00	1.93	1.93	478.10
1996 03 03 12	40780.80	0.00	464.54	0.00	3.47	3.47	510.73
1996 03 04 12	40780.80	0.00	482.33	0.00	2.75	2.75	483.32
1996 03 05 12	41126.40	35.04	386.69	0.00	5.33	5.33	604.48
1996 03 06 12	41126.40	37.21	284.00	0.00	9.84	9.84	907.28
1996 03 07 12	41472.00	12.36	322.59	0.00	11.82	11.82	919.05
1996 03 08 12	41472.00	1.34	448.17	0.00	2.15	2.15	337.83
1996 03 09 12	41472.00	0.02	472.02	0.00	-6.69	-6.69	200.27
1996 03 10 12	41817.60	0.00	520.74	0.00	-5.69	-5.69	240.67
1996 03 11 12	41817.60	0.00	520.97	0.00	-2.73	-2.73	299.95
1996 03 12 12	41836.52	0.00	554.29	0.00	0.60	0.60	365.78
1996 03 13 12	42163.20	0.00	542.48	0.00	4.18	4.18	472.05
1996 03 14 12	42163.20	0.00	544.64	0.00	7.64	7.64	617.13
1996 03 15 12	42508.80	6.17	395.89	0.00	11.36	11.36	815.14
1996 03 16 12	42508.80	7.79	370.93	0.00	10.86	10.86	860.53
1996 03 17 12	42508.80	1.93	471.79	0.00	12.27	12.27	911.49
1996 03 18 12	42854.40	19.23	399.46	0.00	10.28	10.28	767.63
1996 03 19 12	42854.40	7.59	392.97	0.00	8.39	8.39	659.50
1996 03 20 12	43200.00	0.90	339.36	0.00	1.94	1.94	455.77
1996 03 21 12	43200.00	0.22	262.40	0.00	-1.26	-1.26	396.82
1996 03 22 12	43200.00	0.02	424.92	0.00	-1.78	-1.78	375.10
1996 03 23 12	43545.60	0.00	540.80	0.00	0.67	0.67	412.97
1996 03 24 12	43545.60	0.97	481.68	0.00	5.63	5.63	588.97
1996 03 25 12	43891.20	7.42	384.17	0.00	10.70	10.70	818.56
